ID1,ID2,ID3,ID4,V1,V2,V3,V4
185,158,139,103,0.0000,0.0000,-0.0380,0.0000
185,158,139,125,-2.8270,-0.4360,0.0000,0.0000
185,158,139,173,0.0000,0.0000,-0.0380,0.0000
186,219,203,141,0.0000,0.0000,0.2310,0.0000
186,219,203,189,0.0000,0.0000,0.1500,0.0000
186,219,203,248,0.0000,0.0000,0.1500,0.0000
187,161,98,74,0.0000,0.0000,0.1920,0.0000
187,161,98,83,0.0000,0.0000,0.1500,0.0000
187,161,98,87,0.0000,0.0000,0.1500,0.0000
188,144,129,88,0.0000,0.0000,0.1500,0.0000
188,144,129,149,0.0000,0.0000,0.1500,0.0000
188,144,129,157,0.0000,0.0000,0.1500,0.0000
189,203,141,93,0.0000,0.0000,0.0000,0.0000
189,203,141,137,0.0000,0.0000,0.0000,0.0000
190,127,86,56,-0.2980,0.1395,-2.4565,0.0000
190,127,86,97,0.0000,0.0000,0.0000,0.0000
190,127,114,79,0.0000,0.0000,-0.0380,0.0000
190,127,114,116,-2.8270,-0.4360,0.0000,0.0000
190,127,114,142,0.0000,0.0000,-0.0380,0.0000
191,190,127,86,0.0000,0.0000,0.0000,0.0000
191,190,127,114,0.0000,0.0000,0.0000,0.0000
191,190,127,133,0.0000,0.0000,0.0000,0.0000
192,143,105,71,0.0000,0.0000,0.0000,0.0000
192,143,105,113,0.0000,0.0000,0.0000,0.0000
192,143,105,123,0.0000,0.2730,0.0000,0.0000
194,149,101,70,0.0000,0.0000,0.0000,0.0000
194,149,101,111,0.0000,0.0000,0.0885,0.0000
194,149,129,88,0.0000,0.0000,0.1500,0.0000
194,149,129,144,0.0000,0.0000,0.1500,0.0000
194,149,129,157,0.0000,0.0000,0.1500,0.0000
195,161,98,74,1.3660,-0.1145,0.2425,0.0000
195,161,98,83,0.0000,0.0000,0.1500,0.0000
195,161,98,87,0.0000,0.0000,0.1500,0.0000
196,246,235,200,0.0000,0.0000,0.0000,0.0000
196,246,235,285,0.0000,0.0000,0.0000,0.0000
198,147,104,64,0.0000,0.0000,0.0000,0.0000
198,147,104,121,0.0000,0.0000,0.0000,0.0000
198,147,130,94,0.0000,0.0000,0.1500,0.0000
198,147,130,119,0.0000,0.0000,0.1500,0.0000
198,147,130,176,0.0000,0.0000,0.1500,0.0000
198,147,132,108,0.0000,0.0000,0.0000,0.0000
198,147,132,154,0.0000,0.0000,0.0000,0.0000
199,123,105,71,0.0000,0.0000,0.1500,0.0000
199,123,105,113,0.0000,0.0000,0.1500,0.0000
199,123,105,143,-1.5925,-0.4125,0.2465,0.0000
199,239,237,201,0.0000,2.4500,0.0000,0.0000
199,239,237,308,1.1500,3.0445,0.0000,0.0000
200,199,123,96,0.0000,0.0000,0.2320,0.0000
200,199,123,105,1.7945,1.0600,-0.5300,0.0000
200,199,123,118,0.0000,0.0000,0.2320,0.0000
202,218,217,160,0.0000,0.0000,0.0000,0.0000
202,218,217,210,0.0000,0.0000,0.0000,0.0000
202,218,217,307,0.0000,0.0000,0.0000,0.0000
203,141,93,60,0.0000,3.6250,0.0000,0.0000
203,141,93,95,0.0000,3.6250,0.0000,0.0000
203,141,137,92,0.0000,3.6250,0.0000,0.0000
203,141,137,172,0.0000,3.6250,0.0000,0.0000
204,162,111,72,0.0000,1.9500,0.0000,0.0000
204,162,111,101,0.0000,1.9500,0.0000,0.0000
205,206,150,107,0.0000,0.0000,0.0000,0.0000
205,206,150,144,0.2595,0.4385,2.6165,0.0000
205,206,150,154,-0.2980,0.1395,-2.4565,0.0000
205,287,286,224,0.0000,0.0000,-0.0380,0.0000
205,287,286,290,-0.5290,-0.3125,0.0000,0.0000
205,287,286,363,0.0000,0.0000,-0.0380,0.0000
206,150,144,109,0.0000,0.0000,0.2320,0.0000
206,150,144,129,0.9105,0.4755,0.5840,0.0000
206,150,144,188,0.0000,0.0000,0.2320,0.0000
208,155,122,68,0.0000,0.0000,0.1500,0.0000
208,155,122,134,0.0000,0.0000,0.1500,0.0000
208,155,122,140,0.0000,0.0000,0.1500,0.0000
208,155,135,115,0.0000,0.0000,0.0000,0.0000
208,155,135,131,0.0000,0.0000,0.0000,0.0000
208,155,145,102,0.0000,0.0000,0.0000,0.0000
208,155,145,185,0.0000,0.0000,0.0000,0.0000
209,158,139,103,0.0000,0.0000,0.2320,0.0000
209,158,139,125,2.7145,-0.4395,0.5290,0.0000
209,158,139,173,0.0000,0.0000,0.2320,0.0000
210,217,160,106,0.0000,0.0000,0.0000,0.0000
210,217,160,167,0.0000,0.0000,0.0000,0.0000
211,179,165,148,0.0000,3.6250,0.0000,0.0000
211,179,165,197,0.0000,3.6250,0.0000,0.0000
211,234,220,197,0.0000,3.6250,0.0000,0.0000
211,234,220,245,0.0000,3.6250,0.0000,0.0000
214,199,123,96,0.0000,0.0000,0.1500,0.0000
214,199,123,105,0.0000,0.0000,0.1500,0.0000
214,199,123,118,0.0000,0.0000,0.1500,0.0000
215,257,247,183,0.0000,0.0000,0.0000,0.0000
215,257,247,230,0.0000,0.0000,0.0000,0.0000
215,257,247,317,0.0000,0.0000,0.0000,0.0000
216,209,158,120,0.0000,0.0000,0.0000,0.0000
